,,,GGBS ,,,,,,,Fly Ash,,,,,,,Silica Fume,,,,,,,Na(OH) content and composition,,Na2SiO3 content and composition,Aggregates Composition,,,Ratio,,,,Curing Conditions,,,Sample Dimensions,,,Compressive Strength,
Paper_ID,Title,Mix_ID,GGBS_kg_m3,GGBS_CaO_%,GGBS_SiO2_%,GGBS_Al2O3_%,GGBS_MgO_%,GGBS_Fe2O3_%,GGBS_SO3_%,FlyAsh_kg_m3,FA_CaO_%,FA_SiO2_%,FA_Al2O3_%,FA_MgO_%,FA_Fe2O3_%,FA_SO3_%,SF_kg_m3,SF_CaO_%,SF_SiO2_%,SF_Al2O3_%,SF_MgO_%,SF_Fe2O3_%,SF_SO3_%,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,Total Na2SiO3 (kg in 1m3 of mix),Coarse Aggregate (kg/m3),Fine Aggregates (kg/m3),Water (kg/m3),Activator_Binder_Ratio,Water_Binder_Ratio,Superplasticizer_%,SiO2 to Na2O (silicate modulus),Curing_Temperature,Relative Humidity,Condition,Length (mm),Breadth (mm),height (mm),CS 7 day (Mpa),CS 28 day (Mpa)
,,C12,275,38.81,33.81,14.78,7.09,0.36,2.49,118,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,7.19,,106.61,1067,682.11,90.88,0.6,0.4,0,1.5,20,80,Heat,100,100,100,,107.25
,,C13,275,38.81,33.81,14.78,7.09,0.36,2.49,118,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,10.45,,79.95,1163,682.11,127.03,0.6,0.35,0,2,20,80,Heat,100,100,100,,103.5
,,C14,275,38.81,33.81,14.78,7.09,0.36,2.49,118,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,13.72,,53.3,1132,682.11,143.55,0.6,0.35,0,2,20,80,Heat,100,100,100,,78.2
https://doi.org/10.1016/j.conbuildmat.2013.05.107,Setting and mechanical properties of alkali-activated fly ash/slag concrete manufactured at room temperature,S20-6M0.5,88,56.1,21,17,,0.62,0.77,293,2.6,46,33,,10.5,,0,0,0,0,0,0,0,143.3,6,71.7,1005,760,160,0.55,0.42,0,2.9,20,80,Heat,100,100,100,,62.54
,,S20-6M1.0,88,56.1,21,17,,0.62,0.77,293,2.6,46,33,,,,0,0,0,0,0,0,0,107.5,6,107.5,1005,760,152.4,0.55,0.4,0,2.9,20,60,Ambient,,,,10.4,37.4
,,S20-4M0.5,88,56.1,21,17,,0.62,0.77,293,2.6,46,33,,,,0,0,0,0,0,0,0,143.3,4,71.7,1005,760,167.6,0.55,0.44,0,2.9,20,60,Ambient,,,,12.8,26.6
,,S20-4M1.0,88,56.1,21,17,,0.62,0.77,293,2.6,46,33,,,,0,0,0,0,0,0,0,107.5,4,107.5,1005,760,160,0.55,0.42,0,2.9,20,60,Ambient,,,,12.9,29.9
,,S10-4M0.5,88,56.1,21,17,,0.62,0.77,344,2.6,46,33,,,,0,0,0,0,0,0,0,143.3,4,107.5,1005,760,166.3,0.55,0.44,0,2.9,20,60,Ambient,,,,18.6,30.7
,,S15-4M0.5,88,56.1,21,17,,0.62,0.77,316,2.6,46,33,,,,0,0,0,0,0,0,0,143.3,4,177,1005,760,166.8,0.55,0.44,0,2.9,20,60,Ambient,,,,7.6,15.5
https://doi.org/10.1016/j.conbuildmat.2025.140702,Synergistic enhancement of compressive strength and impact resistance in alkali-activated fiber-reinforced concrete through silica fume and hybrid fiber integration,G,250,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,0,0.45,92.68,0.68,0.71,0.92,0.11,72,10,177,1085,690,249,0.5,0.5,1.58,3,27,70,Ambient,150,150,150,,73
,,GS5,225,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,25,0.45,92.68,0.68,0.71,0.92,0.11,72,10,177,1085,690,249,0.5,0.5,1.58,3,27,70,Ambient,150,150,150,,77
,,GS10,200,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,50,0.45,92.68,0.68,0.71,0.92,0.11,72,10,177,1085,690,249,0.5,0.5,1.58,3,27,70,Ambient,150,150,150,,82
,,GS15,175,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,75,0.45,92.68,0.68,0.71,0.92,0.11,72,10,161,1085,690,249,0.5,0.5,1.58,3,27,70,Ambient,150,150,150,,79
,,GP0.3,250,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,0,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,67
,,GP0.45,250,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,0,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,70
,,GP0.6,250,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,0,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,72
,,GS5P0.3,225,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,25,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,75
,,GS5P0.45,225,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,25,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,78
,,GS5P0.6,225,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,25,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,80
,,GS10P0.3,200,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,50,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,82
,,GS10P0.45,200,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,50,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,85
,,GS10P0.6,200,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,50,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,86
,,GS15P0.3,175,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,75,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,80
,,GS15P0.45,175,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,75,0.45,92.68,0.68,0.71,0.92,0.11,65,10,161,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,83
,,GS15P0.6,175,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,75,0.45,92.68,0.68,0.71,0.92,0.11,65,10,119,1066,711,226,0.452,0.45,1.5,3,27,70,Ambient,150,150,150,,84
,,GSF1.5,250,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,0,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,90
,,GSF2,250,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,0,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,95
,,GSF2.5,250,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,0,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,100
,,GS55SF1.5,225,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,25,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,98
,,GS55SF2.0,225,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,25,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,102
,,GS55SF2.5,225,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,25,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,104.65
,,GS510SF1.5,200,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,50,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,93.86
,,GS510SF2.0,200,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,50,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,105
,,GS510SF2.5,200,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,50,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,110.45
,,GS15SF1.5,175,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,75,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,100
,,GS15SF2.0,175,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,75,0.45,92.68,0.68,0.71,0.92,0.11,47,10,119,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,104
,,GS15SF2.5,175,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,75,0.45,92.68,0.68,0.71,0.92,0.11,47,10,178,1006,651,166,0.332,0.33,1.28,3,27,70,Ambient,150,150,150,,108
,,GHF1.5,250,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,0,0.45,92.68,0.68,0.71,0.92,0.11,72,10,178,1022,680,250,0.5,0.5,1.36,3,27,70,Ambient,150,150,150,,92
,,GHF2.0,250,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,0,0.45,92.68,0.68,0.71,0.92,0.11,72,10,178,1022,680,250,0.5,0.5,1.36,3,27,70,Ambient,150,150,150,,97
,,GHF2.5,250,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,0,0.45,92.68,0.68,0.71,0.92,0.11,72,10,178,1022,680,250,0.5,0.5,1.36,3,27,70,Ambient,150,150,150,,100
,,GS10HF1.5,200,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,50,0.45,92.68,0.68,0.71,0.92,0.11,72,10,178,1022,680,250,0.5,0.5,1.36,3,27,70,Ambient,150,150,150,,102
,,GS10HF2.0,200,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,50,0.45,92.68,0.68,0.71,0.92,0.11,72,10,178,1022,680,250,0.5,0.5,1.36,3,27,70,Ambient,150,150,150,,105
,,GS10HF2.5,200,37.56,33.68,21.7,7.82,0.72,0.3,250,1.4,60.32,27.68,0.62,4.8,0.37,50,0.45,92.68,0.68,0.71,0.92,0.11,72,10,178,1022,680,250,0.5,0.5,1.36,3,27,70,Ambient,150,150,150,,108.2
https://doi.org/10.1016/j.heliyon.2022.e08783,A consideration on the one-part mixing method of alkali-activated material: problems of sodium silicate solubility and quick setting,M1,105.7,46,35,16,,0.7,,422.8,4.06,55.19,25.35,,7.57,,0,0.31,93.67,0.83,,1.3,,29.8,8,93.9,0,1536.2,160.8,0.23,0.3,2,1.5,24,45,Ambient,160,40,40,26.4,28
,,M2,160.2,46,35,16,,0.7,,373.9,4.06,55.19,25.35,,7.57,,0,0.31,93.67,0.83,,1.3,,31,8,97.2,0,1536.2,166.4,0.23,0.3,2,1.5,24,45,Ambient,160,40,40,39.6,43.4
,,M3,106.1,46,35,16,,0.7,,397.9,4.06,55.19,25.35,,7.57,,26.5,0.31,93.67,0.83,,1.3,,29.8,8,93.9,0,1536.2,160.8,0.23,0.3,2,1.5,24,45,Ambient,160,40,40,27.2,35
,,M4,0,46,35,16,,0.7,,517.6,4.06,55.19,25.35,,7.57,,0,0.31,93.67,0.83,,1.3,,29.2,8,92.1,0,1536.2,157.5,0.23,0.3,2,1.5,24,45,Ambient,160,40,40,20.6,21.2
https://doi.org/10.1016/j.jobe.2023.106088,"Workability, compressive strength, and microstructures of one-part rubberized geopolymer mortar",0%TRGM,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,99,,113,0,1125,64,0.42,0.12,2,,80,70,Heat,70.7,70.7,70.7,52.04,64.27
,,5%TRGM,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,99,,113,0,1069,64,0.42,0.12,2,,80,70,Heat,70.7,70.7,70.7,45.62,50.48
,,10%TRGM,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,99,,113,0,1012,64,0.42,0.12,2,,80,70,Heat,70.7,70.7,70.7,35.23,41.78
,,15%TRGM,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,99,,113,0,956,64,0.42,0.12,2,,80,70,Heat,70.7,70.7,70.7,29.81,35.24
,,0%ORGM-NS,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,0,,69,0,1125,203,0.13,0.4,2,,80,70,Heat,70.7,70.7,70.7,49.78,63.29
,,5%ORGM-NS,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,0,,69,0,1069,203,0.13,0.4,2,,80,70,Heat,70.7,70.7,70.7,39.14,47.47
,,10%ORGM-NS,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,0,,69,0,1012,203,0.13,0.4,2,,80,70,Heat,70.7,70.7,70.7,32.16,40.73
,,15%ORGM-NS,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,0,,69,0,956,203,0.13,0.4,2,,80,70,Heat,70.7,70.7,70.7,27.04,35.1
,,0%ORGM-NH,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,25,,43,0,1125,203,0.14,0.4,2,,80,70,Heat,70.7,70.7,70.7,13.74,18.56
,,5%ORGM-NH,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,25,,43,0,1069,203,0.14,0.4,2,,80,70,Heat,70.7,70.7,70.7,11.42,16.04
,,10%ORGM-NH,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,25,,43,0,1012,203,0.14,0.4,2,,80,70,Heat,70.7,70.7,70.7,11.12,15.27
,,15%ORGM-NH,225,37.14,33.21,15.76,8.51,0.71,,225,4.87,56.74,24.58,1.2,6.55,,0,0,0,0,0,0,0,25,,43,0,956,203,0.14,0.4,2,,80,70,Heat,70.7,70.7,70.7,10.44,13.82
https://doi.org/10.1016/j.jmrt.2021.10.018,Comparative mechanical and microstructural properties of high calcium fly ash one-part geopolymers activated with Na2SiO3,M1,0,0,0,0,0,0,0,181.82,19.1,36.7,18.7,,17.2,3.04,0,0,0,0,0,0,0,0,,18.18,0,0,50,0.1,0.25,0,0,30,,Ambient,50,50,50,,12.2
,,M2,0,0,0,0,0,0,0,173.91,19.1,36.7,18.7,,17.2,3.04,0,0,0,0,0,0,0,0,,26.09,0,0,50,0.15,0.25,0,0,30,,Ambient,50,50,50,,38
,,M3,0,0,0,0,0,0,0,166.67,19.1,36.7,18.7,,17.2,3.04,0,0,0,0,0,0,0,0,,33.33,0,0,50,0.2,0.25,0,0,30,,Ambient,50,50,50,,86.6
,,M4,0,0,0,0,0,0,0,160,19.1,36.7,18.7,,17.2,3.04,0,0,0,0,0,0,0,0,,40,0,0,50,0.25,0.25,0,0,30,,Ambient,50,50,50,,36.3
,,M5,0,0,0,0,0,0,0,173.61,19.1,36.7,18.7,,17.2,3.04,0,0,0,0,0,0,0,0,,34.72,0,0,41.67,0.2,0.2,0,0,30,,Ambient,50,50,50,,62.2
,,M6,0,0,0,0,0,0,0,166.67,19.1,36.7,18.7,,17.2,3.04,0,0,0,0,0,0,0,0,,33.33,0,0,50,0.2,0.25,0,0,30,,Ambient,50,50,50,,83.6
,,M7,0,0,0,0,0,0,0,160.26,19.1,36.7,18.7,,17.2,3.04,0,0,0,0,0,0,0,0,,32.05,0,0,57.69,0.2,0.3,0,0,30,,Ambient,50,50,50,,25
https://doi.org/10.1016/j.ceramint.2022.07.163,Characterization of class C and F fly ashes based geopolymers incorporating silica fume,C1,0,0,0,0,0,0,0,125,21.93,34.9,13.11,8.29,5.43,2.81,375,0.19,78.02,1.68,14.32,0.32,0.3,100,10,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,14.13
,,C2,0,0,0,0,0,0,0,250,21.93,34.9,13.11,8.29,5.43,2.81,250,0.19,78.02,1.68,14.32,0.32,0.3,100,8,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,9.39
,,C3,0,0,0,0,0,0,0,250,21.93,34.9,13.11,8.29,5.43,2.81,250,0.19,78.02,1.68,14.32,0.32,0.3,100,9,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,12.32
,,C4,0,0,0,0,0,0,0,250,21.93,34.9,13.11,8.29,5.43,2.81,250,0.19,78.02,1.68,14.32,0.32,0.3,100,10,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,21.31
,,C5,0,0,0,0,0,0,0,250,21.93,34.9,13.11,8.29,5.43,2.81,250,0.19,78.02,1.68,14.32,0.32,0.3,100,11,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,13.73
,,C6,0,0,0,0,0,0,0,250,21.93,34.9,13.11,8.29,5.43,2.81,250,0.19,78.02,1.68,14.32,0.32,0.3,100,12,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,16.25
,,C7,0,0,0,0,0,0,0,375,21.93,34.9,13.11,8.29,5.43,2.81,125,0.19,78.02,1.68,14.32,0.32,0.3,100,10,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,19.96
,,C8,0,0,0,0,0,0,0,500,21.93,34.9,13.11,8.29,5.43,2.81,0,0.19,78.02,1.68,14.32,0.32,0.3,100,10,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,19.96
,,F9,0,0,0,0,0,0,0,0,3.12,51.04,24.89,3.65,11.79,0.32,500,0.19,78.02,1.68,14.32,0.32,0.3,100,10,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,7.83
,,F10,0,0,0,0,0,0,0,125,3.12,51.04,24.89,3.65,11.79,0.32,375,0.19,78.02,1.68,14.32,0.32,0.3,100,10,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,12.63
,,F11,0,0,0,0,0,0,0,250,3.12,51.04,24.89,3.65,11.79,0.32,250,0.19,78.02,1.68,14.32,0.32,0.3,100,10,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,20.25
,,F12,0,0,0,0,0,0,0,375,3.12,51.04,24.89,3.65,11.79,0.32,125,0.19,78.02,1.68,14.32,0.32,0.3,100,10,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,31.91
,,F13,0,0,0,0,0,0,0,500,3.12,51.04,24.89,3.65,11.79,0.32,0,0.19,78.02,1.68,14.32,0.32,0.3,100,10,100,0,0,136,0.4,0.27,0,3.02,65,,Heat,50,50,50,,13.6
https://doi.org/10.1016/j.conbuildmat.2026.145722,Efflorescence and strength effects of different ambient regimes of curing fly ash – based geopolymer concrete,CA0,0,34.54,41.36,15.77,8.21,0.84,,159.2,4.59,56.45,30.27,1.06,3.58,,0,0,0,0,0,0,0,26.53,12,53.07,398.1,358.3,46.95,0.5,0.3,2,1.31,,,Ambient,100,100,100,18.3,23.33
,,CA20,31.8,34.54,41.36,15.77,8.21,0.84,,127.4,4.59,56.45,30.27,1.06,3.58,,0,0,0,0,0,0,0,26.53,12,53.07,398.1,358.3,46.95,0.5,0.3,2,1.31,,,Ambient,100,100,100,30.18,40.21
,,CA30,47.7,34.54,41.36,15.77,8.21,0.84,,111.5,4.59,56.45,30.27,1.06,3.58,,0,0,0,0,0,0,0,26.53,12,53.07,398.1,358.3,46.95,0.5,0.3,2,1.31,,,Ambient,100,100,100,35.6,45.6
,,CA40,63.7,34.54,41.36,15.77,8.21,0.84,,95.5,4.59,56.45,30.27,1.06,3.58,,0,0,0,0,0,0,0,26.53,12,53.07,398.1,358.3,46.95,0.5,0.3,2,1.31,,,Ambient,100,100,100,38.03,48.17
,,CB0,0,34.54,41.36,15.77,8.21,0.84,,159.2,4.59,56.45,30.27,1.06,3.58,,0,0,0,0,0,0,0,29.92,8,49.68,398.1,358.3,84.27,0.5,0.53,2,1.43,,,Ambient,100,100,100,15.33,20.01
,,CB20,31.8,34.54,41.36,15.77,8.21,0.84,,127.4,4.59,56.45,30.27,1.06,3.58,,0,0,0,0,0,0,0,29.92,8,49.68,398.1,358.3,84.27,0.5,0.53,2,1.43,,,Ambient,100,100,100,25.16,35.66
,,CB30,47.7,34.54,41.36,15.77,8.21,0.84,,111.5,4.59,56.45,30.27,1.06,3.58,,0,0,0,0,0,0,0,29.92,8,49.68,398.1,358.3,84.27,0.5,0.53,2,1.43,,,Ambient,100,100,100,30.45,40.18
,,CB40,63.7,34.54,41.36,15.77,8.21,0.84,,95.5,4.59,56.45,30.27,1.06,3.58,,0,0,0,0,0,0,0,29.92,8,49.68,398.1,358.3,84.27,0.5,0.53,2,1.43,,,Ambient,100,100,100,33.2,43.65
https://doi.org/10.1016/j.conbuildmat.2018.05.286,Mechanical and microstructural properties of fly ash based geopolymer concrete incorporating alccofine at ambient curing,AGPC1,0,0,0,0,0,0,0,350,1.1,62.55,29.02,,4.22,0.22,0,0,0,0,0,0,0,45,8,112.5,1243,533,26,0.45,0.1,2,2,27,,Ambient,150,150,150,11.01,22.45
,,AGPC2,0,0,0,0,0,0,0,375,1.1,62.55,29.02,,4.22,0.22,0,0,0,0,0,0,0,48.22,8,120.5,1215,521,28,0.45,0.1,2,2,27,,Ambient,150,150,150,13.13,25.61
,,AGPC3,0,0,0,0,0,0,0,400,1.1,62.55,29.02,,4.22,0.22,0,0,0,0,0,0,0,51.42,8,128.5,1186,508,28,0.45,0.1,2,2,27,,Ambient,150,150,150,16.33,27.12
,,AGPC4,0,0,0,0,0,0,0,350,1.1,62.55,29.02,,4.22,0.22,0,0,0,0,0,0,0,45,12,112.5,1239,531,30,0.45,0.1,2,2,27,,Ambient,150,150,150,14.6,30.2
,,AGPC5,0,0,0,0,0,0,0,375,1.1,62.55,29.02,,4.22,0.22,0,0,0,0,0,0,0,48.22,12,120.5,1210,519,30,0.45,0.1,2,2,27,,Ambient,150,150,150,17.2,35.17
,,AGPC6,0,0,0,0,0,0,0,400,1.1,62.55,29.02,,4.22,0.22,0,0,0,0,0,0,0,51.42,12,128.5,1181,506,32,0.45,0.1,2,2,27,,Ambient,150,150,150,20.14,38.61
,,AGPC7,0,0,0,0,0,0,0,350,1.1,62.55,29.02,,4.22,0.22,0,0,0,0,0,0,0,45,16,112.5,1236,530,32,0.45,0.1,2,2,27,,Ambient,150,150,150,19.17,33.2
,,AGPC8,0,0,0,0,0,0,0,375,1.1,62.55,29.02,,4.22,0.22,0,0,0,0,0,0,0,48.22,16,120.5,1207,517,34,0.45,0.1,2,2,27,,Ambient,150,150,150,21,38.9
,,AGPC9,0,0,0,0,0,0,0,400,1.1,62.55,29.02,,4.22,0.22,0,0,0,0,0,0,0,51.42,16,128.5,1178,505,36,0.45,0.1,2,2,27,,Ambient,150,150,150,25.3,41.27
https://doi.org/10.1016/j.cscm.2022.e01234,Influence of polypropylene and steel fibers on the mechanical properties of ultra-high-performance fiber-reinforced geopolymer concrete,SS/SH-3.5-M14,860,39,36,11,12.5,1.5,,0,0,0,0,0,0,0,285,0.59,95.1,1.22,0.95,0.95,,27.06,14,99,1210,850,,0.33,,0,3.5,20,65,Ambient,70.5,70.5,70.5,101,115
,,1.0-SF,860,39,36,11,12.5,1.5,,0,0,0,0,0,0,0,285,0.59,95.1,1.22,0.95,0.95,,27.06,14,99,1210,850,,0.33,,0,3.5,20,65,Ambient,70.5,70.5,70.5,115,140
,,1.25-SF,860,39,36,11,12.5,1.5,,0,0,0,0,0,0,0,285,0.59,95.1,1.22,0.95,0.95,,27.06,14,99,1210,850,,0.33,,0,3.5,20,65,Ambient,70.5,70.5,70.5,122,147
,,1.5-SF,860,39,36,11,12.5,1.5,,0,0,0,0,0,0,0,285,0.59,95.1,1.22,0.95,0.95,,27.06,14,99,1210,850,,0.33,,0,3.5,20,65,Ambient,70.5,70.5,70.5,123,144
,,1.75-SF,860,39,36,11,12.5,1.5,,0,0,0,0,0,0,0,285,0.59,95.1,1.22,0.95,0.95,,27.06,14,99,1210,850,,0.33,,0,3.5,20,65,Ambient,70.5,70.5,70.5,126,152
,,2.0-SF,860,39,36,11,12.5,1.5,,0,0,0,0,0,0,0,285,0.59,95.1,1.22,0.95,0.95,,27.06,14,99,1210,850,,0.33,,0,3.5,20,65,Ambient,70.5,70.5,70.5,127,150
,,2.25-SF,860,39,36,11,12.5,1.5,,0,0,0,0,0,0,0,285,0.59,95.1,1.22,0.95,0.95,,27.06,14,99,1210,850,,0.33,,0,3.5,20,65,Ambient,70.5,70.5,70.5,129,162
,,1.0-SF-0.25-PF,860,39,36,11,12.5,1.5,,0,0,0,0,0,0,0,285,0.59,95.1,1.22,0.95,0.95,,27.06,14,99,1210,850,,0.33,,0,3.5,20,65,Ambient,70.5,70.5,70.5,123,145
,,1.5-SF-0.25-PF,860,39,36,11,12.5,1.5,,0,0,0,0,0,0,0,285,0.59,95.1,1.22,0.95,0.95,,27.06,14,99,1210,850,,0.33,,0,3.5,20,65,Ambient,70.5,70.5,70.5,127,153
,,2.0-SF-0.25-PF,860,39,36,11,12.5,1.5,,0,0,0,0,0,0,0,285,0.59,95.1,1.22,0.95,0.95,,27.06,14,99,1210,850,,0.33,,0,3.5,20,65,Ambient,70.5,70.5,70.5,128,154
