GGBS_kg_m3,GGBS_CaO_%,GGBS_SiO2_%,GGBS_Al2O3_%,GGBS_MgO_%,GGBS_Fe2O3_%,GGBS_SO3_%,FlyAsh_kg_m3,FA_CaO_%,FA_SiO2_%,FA_Al2O3_%,FA_MgO_%,FA_Fe2O3_%,FA_SO3_%,SF_kg_m3,SF_CaO_%,SF_SiO2_%,SF_Al2O3_%,SF_MgO_%,SF_Fe2O3_%,SF_SO3_%,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,Total Na2SiO3 (kg in 1m3 of mix),Coarse Aggregate (kg/m3),Fine Aggregates (kg/m3),Water (kg/m3),Activator_Binder_Ratio,Water_Binder_Ratio,Superplasticizer_%,SiO2 to Na2O (silicate modulus),Curing_Temperature,Relative Humidity,Condition,Length (mm),Breadth (mm),height (mm),CS 7 day (Mpa),CS 28 day (Mpa)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,1.19,60.25,28.57,0.24,4.99,0.04,86.0,0.013,96.2,0.91,0.38,1.44,0.0,49.0,16.0,122.0,1170.0,630.0,42.8,0.4,0.1,0.0,3.0,100.0,65.0,1,100.0,100.0,100.0,33.5,38.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,1.19,60.25,28.57,0.24,4.99,0.04,128.0,0.013,96.2,0.91,0.38,1.44,0.0,49.0,16.0,122.0,1170.0,630.0,42.8,0.4,0.1,0.0,2.5,100.0,65.0,1,100.0,100.0,100.0,28.5,34.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,60.25,28.57,0.24,4.99,0.04,428.0,0.013,96.2,0.91,0.38,1.44,0.0,49.0,16.0,122.0,1170.0,630.0,42.8,0.4,0.1,0.0,2.0,100.0,65.0,1,100.0,100.0,100.0,8.0,10.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,1.19,60.25,28.57,0.24,4.99,0.04,0.0,0.013,96.2,0.91,0.38,1.44,0.0,57.0,16.0,114.0,1170.0,630.0,42.8,0.4,0.1,0.0,2.5,100.0,65.0,1,100.0,100.0,100.0,28.0,35.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,1.19,60.25,28.57,0.24,4.99,0.04,0.0,0.013,96.2,0.91,0.38,1.44,0.0,43.0,16.0,128.0,1170.0,630.0,42.8,0.4,0.1,0.0,3.0,100.0,65.0,1,100.0,100.0,100.0,22.0,27.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,1.19,60.25,28.57,0.24,4.99,0.04,0.0,0.013,96.2,0.91,0.38,1.44,0.0,57.0,16.0,114.0,1170.0,630.0,42.8,0.4,0.1,0.0,2.0,100.0,65.0,1,100.0,100.0,100.0,24.0,28.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,1.19,60.25,28.57,0.24,4.99,0.04,0.0,0.013,96.2,0.91,0.38,1.44,0.0,49.0,16.0,122.0,1170.0,630.0,42.8,0.4,0.1,0.0,2.5,100.0,65.0,1,100.0,100.0,100.0,28.5,30.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,1.19,60.25,28.57,0.24,4.99,0.04,0.0,0.013,96.2,0.91,0.38,1.44,0.0,43.0,16.0,128.0,1170.0,630.0,42.8,0.4,0.1,0.0,3.0,100.0,65.0,1,100.0,100.0,100.0,19.2,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,1.19,60.25,28.57,0.24,4.99,0.04,0.0,0.013,96.2,0.91,0.38,1.44,0.0,49.0,16.0,122.0,1230.0,665.0,42.8,0.4,0.1,0.0,2.0,100.0,65.0,1,100.0,100.0,100.0,20.0,25.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,1.19,60.25,28.57,0.24,4.99,0.04,0.0,0.013,96.2,0.91,0.38,1.44,0.0,49.0,16.0,122.0,1276.0,690.0,42.8,0.4,0.1,0.0,2.5,100.0,65.0,1,100.0,100.0,100.0,22.7,28.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,1.19,60.25,28.57,0.24,4.99,0.04,86.0,0.013,96.2,0.91,0.38,1.44,0.0,49.0,16.0,122.0,1202.0,650.0,21.4,0.4,0.05,0.0,3.0,100.0,65.0,1,100.0,100.0,100.0,28.0,35.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,1.19,60.25,28.57,0.24,4.99,0.04,86.0,0.013,96.2,0.91,0.38,1.44,0.0,49.0,16.0,122.0,1147.0,620.0,53.5,0.4,0.125,0.0,2.0,100.0,65.0,1,100.0,100.0,100.0,26.4,30.5
688.0,38.81,33.81,14.78,7.09,0.36,2.49,172.0,1.24,54.22,31.18,0.47,2.63,0.35,45.0,1.84,95.38,0.0,0.26,0.61,0.16,45.0,10.0,314.0,0.0,905.0,87.0,0.5,0.1,0.0,2.0,20.0,65.0,0,100.0,100.0,100.0,34.0,101.4
688.0,38.81,33.81,14.78,7.09,0.36,2.49,172.0,1.24,54.22,31.18,0.47,2.63,0.35,45.0,1.84,95.38,0.0,0.26,0.61,0.16,45.0,10.0,314.0,0.0,905.0,87.0,0.5,0.1,0.0,2.0,20.0,65.0,0,100.0,100.0,100.0,34.0,108.5
688.0,38.81,33.81,14.78,7.09,0.36,2.49,172.0,1.24,54.22,31.18,0.47,2.63,0.35,45.0,1.84,95.38,0.0,0.26,0.61,0.16,45.0,10.0,314.0,0.0,905.0,87.0,0.5,0.1,0.0,2.0,20.0,65.0,0,100.0,100.0,100.0,34.0,127.5
688.0,38.81,33.81,14.78,7.09,0.36,2.49,172.0,1.24,54.22,31.18,0.47,2.63,0.35,45.0,1.84,95.38,0.0,0.26,0.61,0.16,45.0,10.0,314.0,0.0,905.0,87.0,0.5,0.1,0.0,2.0,20.0,65.0,0,100.0,100.0,100.0,34.0,154.9
652.0,38.81,33.81,14.78,7.09,0.36,2.49,163.0,1.24,54.22,31.18,0.47,2.63,0.35,90.0,1.84,95.38,0.0,0.26,0.61,0.16,45.0,10.0,314.0,0.0,905.0,87.0,0.5,0.1,0.0,2.0,20.0,65.0,0,100.0,100.0,100.0,34.0,104.0
580.0,38.81,33.81,14.78,7.09,0.36,2.49,145.0,1.24,54.22,31.18,0.47,2.63,0.35,180.0,1.84,95.38,0.0,0.26,0.61,0.16,45.0,10.0,314.0,0.0,905.0,87.0,0.5,0.1,0.0,2.0,20.0,65.0,0,100.0,100.0,100.0,34.0,138.0
508.0,38.81,33.81,14.78,7.09,0.36,2.49,127.0,1.24,54.22,31.18,0.47,2.63,0.35,270.0,1.84,95.38,0.0,0.26,0.61,0.16,45.0,10.0,314.0,0.0,905.0,87.0,0.5,0.1,0.0,2.0,20.0,65.0,0,100.0,100.0,100.0,34.0,151.0
200.0,38.45,34.28,20.68,7.58,0.84,0.75,160.0,1.23,58.7,29.4,0.87,5.3,0.43,40.0,0.35,93.57,0.87,0.81,0.74,0.17,72.0,12.0,108.0,1152.0,768.0,170.0,0.45,0.3,1.4,1.5,23.0,60.0,0,150.0,150.0,150.0,48.0,52.8
200.0,38.45,34.28,20.68,7.58,0.84,0.75,160.0,1.23,58.7,29.4,0.87,5.3,0.43,40.0,0.35,93.57,0.87,0.81,0.74,0.17,60.0,12.0,120.0,1152.0,768.0,170.0,0.45,0.3,1.4,2.0,23.0,60.0,0,150.0,150.0,150.0,55.0,60.5
200.0,38.45,34.28,20.68,7.58,0.84,0.75,160.0,1.23,58.7,29.4,0.87,5.3,0.43,40.0,0.35,93.57,0.87,0.81,0.74,0.17,51.4,12.0,128.6,1152.0,768.0,170.0,0.45,0.3,1.4,2.5,23.0,60.0,0,150.0,150.0,150.0,68.0,74.12
250.0,38.45,34.28,20.68,7.58,0.84,0.75,200.0,1.23,58.7,29.4,0.87,5.3,0.43,50.0,0.35,93.57,0.87,0.81,0.74,0.17,75.0,12.0,150.0,1065.0,710.0,170.0,0.45,0.3,1.7,2.0,23.0,60.0,0,150.0,150.0,150.0,63.0,66.0
250.0,38.45,34.28,20.68,7.58,0.84,0.75,200.0,1.23,58.7,29.4,0.87,5.3,0.43,50.0,0.35,93.57,0.87,0.81,0.74,0.17,64.3,12.0,160.7,1065.0,710.0,170.0,0.45,0.3,1.7,2.5,23.0,60.0,0,150.0,150.0,150.0,70.0,70.4
300.0,38.45,34.28,20.68,7.58,0.84,0.75,240.0,1.23,58.7,29.4,0.87,5.3,0.43,60.0,0.35,93.57,0.87,0.81,0.74,0.17,77.1,12.0,192.9,978.0,652.0,170.0,0.45,0.3,2.0,2.5,23.0,60.0,0,150.0,150.0,150.0,72.0,68.9
200.0,38.45,34.28,20.68,7.58,0.84,0.75,140.0,1.23,58.7,29.4,0.87,5.3,0.43,60.0,0.35,93.57,0.87,0.81,0.74,0.17,51.4,12.0,128.6,1152.0,768.0,170.0,0.45,0.3,1.4,2.5,23.0,60.0,0,150.0,150.0,150.0,60.0,66.7
250.0,38.45,34.28,20.68,7.58,0.84,0.75,175.0,1.23,58.7,29.4,0.87,5.3,0.43,75.0,0.35,93.57,0.87,0.81,0.74,0.17,64.3,12.0,160.7,1065.0,710.0,170.0,0.45,0.3,1.7,2.5,23.0,60.0,0,150.0,150.0,150.0,66.0,69.0
200.0,38.45,34.28,20.68,7.58,0.84,0.75,120.0,1.23,58.7,29.4,0.87,5.3,0.43,80.0,0.35,93.57,0.87,0.81,0.74,0.17,51.4,12.0,128.6,1152.0,768.0,170.0,0.45,0.3,1.4,2.5,23.0,60.0,0,150.0,150.0,150.0,54.0,58.7
200.0,38.45,34.28,20.68,7.58,0.84,0.75,180.0,1.23,58.7,29.4,0.87,5.3,0.43,20.0,0.35,93.57,0.87,0.81,0.74,0.17,51.4,12.0,128.6,1152.0,768.0,170.0,0.45,0.3,1.4,2.5,23.0,60.0,0,150.0,150.0,150.0,50.0,54.9
0.0,32.7,34.07,20.1,7.88,0.81,0.91,300.0,4.01,60.1,26.54,1.26,4.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10.0,180.0,1111.0,909.0,119.50999999999999,0.6,0.3,0.0,2.92,27.0,70.0,0,100.0,100.0,100.0,5.97,13.4
0.0,32.7,34.07,20.1,7.88,0.81,0.91,400.0,4.01,60.1,26.54,1.26,4.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,10.0,195.0,1102.7,902.25,119.50999999999999,0.65,0.3,0.0,2.92,27.0,70.0,0,100.0,100.0,100.0,5.45,12.9
0.0,32.7,34.07,20.1,7.88,0.81,0.91,500.0,4.01,60.1,26.54,1.26,4.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,10.0,210.0,1094.5,895.5,119.50999999999999,0.7,0.3,0.0,2.92,27.0,70.0,0,100.0,100.0,100.0,5.75,13.2
150.0,32.7,34.07,20.1,7.88,0.81,0.91,150.0,4.01,60.1,26.54,1.26,4.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,10.0,240.0,1023.0,837.0,119.50999999999999,0.6,0.3,0.0,2.92,27.0,70.0,0,100.0,100.0,100.0,30.9,42.8
200.0,32.7,34.07,20.1,7.88,0.81,0.91,200.0,4.01,60.1,26.54,1.26,4.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,10.0,260.0,1012.0,828.0,119.50999999999999,0.65,0.3,0.0,2.92,27.0,70.0,0,100.0,100.0,100.0,30.1,42.1
250.0,32.7,34.07,20.1,7.88,0.81,0.91,250.0,4.01,60.1,26.54,1.26,4.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,10.0,280.0,1001.0,819.0,119.50999999999999,0.7,0.3,0.0,2.92,27.0,70.0,0,100.0,100.0,100.0,27.9,40.2
300.0,32.7,34.07,20.1,7.88,0.81,0.91,0.0,4.01,60.1,26.54,1.26,4.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,10.0,300.0,935.0,765.0,119.50999999999999,0.6,0.3,0.0,2.92,27.0,70.0,0,100.0,100.0,100.0,70.6,76.5
400.0,32.7,34.07,20.1,7.88,0.81,0.91,0.0,4.01,60.1,26.54,1.26,4.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,10.0,325.0,921.2,753.75,119.50999999999999,0.65,0.3,0.0,2.92,27.0,70.0,0,100.0,100.0,100.0,67.9,75.3
500.0,32.7,34.07,20.1,7.88,0.81,0.91,0.0,4.01,60.1,26.54,1.26,4.24,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,10.0,350.0,907.5,742.5,119.50999999999999,0.7,0.3,0.0,2.92,27.0,70.0,0,100.0,100.0,100.0,69.7,76.2
0.0,55.25,21.58,14.88,2.63,1.78,0.46,360.0,2.09,55.0,26.0,0.8,10.17,0.3,0.0,0.23,96.2,0.09,0.37,0.63,0.16,172.8,3.5,43.2,973.9,760.0,119.50999999999999,0.6,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,6.84,9.42
36.0,55.25,21.58,14.88,2.63,1.78,0.46,324.0,2.09,55.0,26.0,0.8,10.17,0.3,0.0,0.23,96.2,0.09,0.37,0.63,0.16,172.8,3.5,43.2,979.7,764.7,119.50999999999999,0.6,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,10.5,14.0
72.0,55.25,21.58,14.88,2.63,1.78,0.46,288.0,2.09,55.0,26.0,0.8,10.17,0.3,0.0,0.23,96.2,0.09,0.37,0.63,0.16,172.8,3.5,43.2,985.5,769.4,119.50999999999999,0.6,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,15.5,20.0
108.0,55.25,21.58,14.88,2.63,1.78,0.46,252.0,2.09,55.0,26.0,0.8,10.17,0.3,0.0,0.23,96.2,0.09,0.37,0.63,0.16,172.8,3.5,43.2,991.3,774.1,119.50999999999999,0.6,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,22.0,30.0
0.0,55.25,21.58,14.88,2.63,1.78,0.46,460.0,2.09,55.0,26.0,0.8,10.17,0.3,0.0,0.23,96.2,0.09,0.37,0.63,0.16,129.72,5.0,86.48,925.5,722.4,119.50999999999999,0.47,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,9.0,11.46
46.0,55.25,21.58,14.88,2.63,1.78,0.46,414.0,2.09,55.0,26.0,0.8,10.17,0.3,0.0,0.23,96.2,0.09,0.37,0.63,0.16,129.72,5.0,86.48,932.7,728.1,119.50999999999999,0.47,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,17.0,26.0
92.0,55.25,21.58,14.88,2.63,1.78,0.46,368.0,2.09,55.0,26.0,0.8,10.17,0.3,0.0,0.23,96.2,0.09,0.37,0.63,0.16,129.72,5.0,86.48,939.9,733.8,119.50999999999999,0.47,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,25.0,38.0
138.0,55.25,21.58,14.88,2.63,1.78,0.46,322.0,2.09,55.0,26.0,0.8,10.17,0.3,0.0,0.23,96.2,0.09,0.37,0.63,0.16,129.72,5.0,86.48,947.1,739.5,119.50999999999999,0.47,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,35.0,52.0
0.0,55.25,21.58,14.88,2.63,1.78,0.46,437.0,2.09,55.0,26.0,0.8,10.17,0.3,23.0,0.23,96.2,0.09,0.37,0.63,0.16,135.24,5.0,90.16,925.5,722.4,119.50999999999999,0.49,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,12.0,16.32
46.0,55.25,21.58,14.88,2.63,1.78,0.46,391.0,2.09,55.0,26.0,0.8,10.17,0.3,23.0,0.23,96.2,0.09,0.37,0.63,0.16,135.24,5.0,90.16,932.7,728.1,119.50999999999999,0.49,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,28.0,40.0
92.0,55.25,21.58,14.88,2.63,1.78,0.46,345.0,2.09,55.0,26.0,0.8,10.17,0.3,23.0,0.23,96.2,0.09,0.37,0.63,0.16,135.24,5.0,90.16,939.9,733.8,119.50999999999999,0.49,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,40.0,60.0
138.0,55.25,21.58,14.88,2.63,1.78,0.46,299.0,2.09,55.0,26.0,0.8,10.17,0.3,23.0,0.23,96.2,0.09,0.37,0.63,0.16,135.24,5.0,90.16,947.1,739.5,119.50999999999999,0.49,0.3,0.0,2.0,25.0,65.0,0,100.0,100.0,100.0,52.0,78.0
122.37,37.63,34.81,17.92,7.8,0.66,0.2,200.0,1.38,61.42,24.84,3.62,6.69,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.79,12.0,86.4,1264.0,571.0,48.95,0.35,0.12,1.0,2.2,25.0,55.0,0,150.0,150.0,150.0,31.45,41.04
122.37,37.63,34.81,17.92,7.8,0.66,0.2,200.0,1.38,61.42,24.84,3.62,6.69,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32,12.0,96.0,1264.0,571.0,48.95,0.35,0.12,1.0,2.2,25.0,55.0,0,150.0,150.0,150.0,35.38,44.3
122.37,37.63,34.81,17.92,7.8,0.66,0.2,200.0,1.38,61.42,24.84,3.62,6.69,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85,12.0,102.86,1264.0,571.0,48.95,0.35,0.12,1.0,2.2,25.0,55.0,0,150.0,150.0,150.0,36.45,47.85
122.37,37.63,34.81,17.92,7.8,0.66,0.2,200.0,1.38,61.42,24.84,3.62,6.69,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.29,14.0,86.4,1264.0,571.0,48.95,0.35,0.12,1.0,2.2,25.0,55.0,0,150.0,150.0,150.0,28.85,39.7
122.37,37.63,34.81,17.92,7.8,0.66,0.2,200.0,1.38,61.42,24.84,3.62,6.69,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.41,14.0,96.0,1264.0,571.0,48.95,0.35,0.12,1.0,2.2,25.0,55.0,0,150.0,150.0,150.0,31.0,42.81
122.37,37.63,34.81,17.92,7.8,0.66,0.2,200.0,1.38,61.42,24.84,3.62,6.69,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.63,14.0,102.86,1264.0,571.0,48.95,0.35,0.12,1.0,2.2,25.0,55.0,0,150.0,150.0,150.0,34.46,46.07
40.0,37.6,36.77,13.56,7.45,0.41,1.82,360.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,10.0,107.0,1197.0,644.0,119.50999999999999,0.4,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,12.0,21.9
60.0,37.6,36.77,13.56,7.45,0.41,1.82,340.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,10.0,107.0,1200.0,646.0,119.50999999999999,0.4,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,17.0,31.0
80.0,37.6,36.77,13.56,7.45,0.41,1.82,320.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,10.0,107.0,1203.0,648.0,119.50999999999999,0.4,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,28.0,43.0
100.0,37.6,36.77,13.56,7.45,0.41,1.82,300.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,10.0,107.0,1207.0,650.0,119.50999999999999,0.4,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,32.0,50.0
120.0,37.6,36.77,13.56,7.45,0.41,1.82,280.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,10.0,107.0,1200.0,652.0,119.50999999999999,0.4,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,36.0,56.4
60.0,37.6,36.77,13.56,7.45,0.41,1.82,340.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,107.0,1207.0,646.0,119.50999999999999,0.4,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,20.0,38.0
80.0,37.6,36.77,13.56,7.45,0.41,1.82,320.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,107.0,1222.0,648.0,119.50999999999999,0.4,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,30.0,40.0
100.0,37.6,36.77,13.56,7.45,0.41,1.82,300.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,107.0,1207.0,658.0,119.50999999999999,0.4,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,40.0,58.0
60.0,37.6,36.77,13.56,7.45,0.41,1.82,340.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,10.0,93.0,1209.0,651.0,119.50999999999999,0.35,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,18.0,33.0
80.0,37.6,36.77,13.56,7.45,0.41,1.82,320.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,10.0,93.0,1227.0,661.0,119.50999999999999,0.35,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,28.0,42.0
100.0,37.6,36.77,13.56,7.45,0.41,1.82,300.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,10.0,93.0,1246.0,671.0,119.50999999999999,0.35,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,35.0,49.0
60.0,37.6,36.77,13.56,7.45,0.41,1.82,340.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,10.0,96.0,1184.0,637.0,119.50999999999999,0.4,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,19.0,34.0
100.0,37.6,36.77,13.56,7.45,0.41,1.82,300.0,3.65,53.24,26.42,9.55,1.65,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10.0,114.0,1223.0,659.0,119.50999999999999,0.4,0.3,1.0,2.0,20.0,60.0,0,100.0,100.0,100.0,36.0,46.0
311.0,38.81,33.81,14.78,7.09,0.36,2.49,0.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,10.0,10.4,1163.0,744.0,155.5,0.6,0.5,0.0,0.5,20.0,55.0,0,100.0,100.0,100.0,34.0,2.64
281.0,38.81,33.81,14.78,7.09,0.36,2.49,50.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,10.0,33.11,1132.0,723.0,144.47,0.6,0.5,0.0,0.5,20.0,55.0,0,100.0,100.0,100.0,34.0,7.52
244.0,38.81,33.81,14.78,7.09,0.36,2.49,105.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,10.0,70.07,1099.0,703.0,131.16,0.6,0.5,0.0,0.5,20.0,55.0,0,100.0,100.0,100.0,34.0,61.35
202.0,38.81,33.81,14.78,7.09,0.36,2.49,165.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,10.0,122.96,1067.0,682.0,107.61,0.6,0.5,0.0,0.5,20.0,55.0,0,100.0,100.0,100.0,34.0,68.54
400.0,38.81,33.81,14.78,7.09,0.36,2.49,0.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,10.0,60.19,1067.0,682.0,142.68,0.6,0.45,0.0,1.0,20.0,55.0,0,100.0,100.0,100.0,34.0,47.26
317.0,38.81,33.81,14.78,7.09,0.36,2.49,56.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,10.0,49.88,1099.0,703.0,136.88,0.6,0.45,0.0,1.0,20.0,55.0,0,100.0,100.0,100.0,34.0,10.45
242.0,38.81,33.81,14.78,7.09,0.36,2.49,104.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.96,10.0,28.95,1132.0,723.0,137.87,0.6,0.45,0.0,1.0,20.0,55.0,0,100.0,100.0,100.0,34.0,76.35
176.0,38.81,33.81,14.78,7.09,0.36,2.49,144.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,10.0,42.83,1163.0,744.0,117.52,0.6,0.45,0.0,1.0,20.0,55.0,0,100.0,100.0,100.0,34.0,70.56
375.0,38.81,33.81,14.78,7.09,0.36,2.49,0.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,10.0,100.32,1132.0,723.0,87.8,0.6,0.4,0.0,1.5,20.0,55.0,0,100.0,100.0,100.0,34.0,86.24
294.0,38.81,33.81,14.78,7.09,0.36,2.49,52.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,10.0,86.9,1163.0,744.0,84.71,0.6,0.4,0.0,1.5,20.0,55.0,0,100.0,100.0,100.0,34.0,89.52
292.0,38.81,33.81,14.78,7.09,0.36,2.49,125.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,10.0,27.86,1067.0,682.0,149.32,0.6,0.4,0.0,1.5,20.0,55.0,0,100.0,100.0,100.0,34.0,16.58
213.0,38.81,33.81,14.78,7.09,0.36,2.49,175.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,10.0,19.47,1099.0,703.0,143.17,0.6,0.4,0.0,1.5,20.0,55.0,0,100.0,100.0,100.0,34.0,53.68
427.0,38.81,33.81,14.78,7.09,0.36,2.49,0.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.19,10.0,71.34,1099.0,703.0,105.1,0.6,0.35,0.0,2.0,20.0,55.0,0,100.0,100.0,100.0,34.0,96.58
381.0,38.81,33.81,14.78,7.09,0.36,2.49,67.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64,10.0,29.99,1067.0,682.0,138.36,0.6,0.35,0.0,2.0,20.0,55.0,0,100.0,100.0,100.0,34.0,92.24
256.0,38.81,33.81,14.78,7.09,0.36,2.49,110.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57,10.0,78.31,1163.0,744.0,82.42,0.6,0.35,0.0,2.0,20.0,55.0,0,100.0,100.0,100.0,34.0,62.54
213.0,38.81,33.81,14.78,7.09,0.36,2.49,174.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,10.0,38.36,1132.0,723.0,111.47,0.6,0.35,0.0,2.0,20.0,55.0,0,100.0,100.0,100.0,34.0,35.64
208.0,38.81,33.81,14.78,7.09,0.36,2.49,139.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,10.0,70.72,1099.0,702.78,129.72,0.6,0.5,0.0,0.5,20.0,55.0,0,100.0,100.0,100.0,34.0,3.36
