GGBS_kg_m3,GGBS_CaO_%,GGBS_SiO2_%,GGBS_Al2O3_%,GGBS_MgO_%,GGBS_Fe2O3_%,GGBS_SO3_%,FlyAsh_kg_m3,FA_CaO_%,FA_SiO2_%,FA_Al2O3_%,FA_MgO_%,FA_Fe2O3_%,FA_SO3_%,SF_kg_m3,SF_CaO_%,SF_SiO2_%,SF_Al2O3_%,SF_MgO_%,SF_Fe2O3_%,SF_SO3_%,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,Total Na2SiO3 (kg in 1m3 of mix),Coarse Aggregate (kg/m3),Fine Aggregates (kg/m3),Water (kg/m3),Activator_Binder_Ratio,Water_Binder_Ratio,Superplasticizer_%,SiO2 to Na2O (silicate modulus),Curing_Temperature,Relative Humidity,Condition,Length (mm),Breadth (mm),height (mm),CS 7 day (Mpa),CS 28 day (Mpa)
208.0,38.81,33.81,14.78,7.09,0.36,2.49,139.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,10.0,47.15,1067.0,703.0,144.34,0.6,0.5,0.0,0.5,20.0,55.0,0,100.0,100.0,100.0,34.0,1.25
208.0,38.81,33.81,14.78,7.09,0.36,2.49,139.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,10.0,70.72,1067.0,702.78,129.72,0.6,0.5,0.0,0.5,20.0,55.0,0,100.0,100.0,100.0,34.0,7.82
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,10.0,106.61,1099.0,682.11,110.5,0.6,0.5,0.0,0.5,20.0,55.0,0,100.0,100.0,100.0,34.0,51.35
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,10.0,66.63,1132.0,682.0,135.29,0.6,0.45,0.0,1.0,20.0,55.0,0,100.0,100.0,100.0,34.0,48.65
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,10.0,106.61,1163.0,682.11,110.5,0.6,0.45,0.0,1.0,20.0,55.0,0,100.0,100.0,100.0,34.0,72.68
355.0,38.81,33.81,14.78,7.09,0.36,2.49,89.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,10.0,120.6,1132.0,661.44,102.81,0.6,0.45,0.0,1.0,20.0,55.0,0,100.0,100.0,100.0,34.0,89.98
355.0,38.81,33.81,14.78,7.09,0.36,2.49,89.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,10.0,90.45,1163.0,661.0,121.5,0.6,0.45,0.0,1.0,20.0,55.0,0,100.0,100.0,100.0,34.0,83.26
355.0,38.81,33.81,14.78,7.09,0.36,2.49,89.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16,10.0,150.75,1067.0,661.44,84.12,0.6,0.4,0.0,1.5,20.0,55.0,0,100.0,100.0,100.0,34.0,27.25
355.0,38.81,33.81,14.78,7.09,0.36,2.49,89.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,10.0,120.6,1099.0,661.44,102.81,0.6,0.4,0.0,1.5,20.0,55.0,0,100.0,100.0,100.0,34.0,95.21
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,10.0,106.61,1099.0,661.44,130.12,0.6,0.4,0.0,1.5,20.0,55.0,0,100.0,100.0,100.0,34.0,73.48
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,10.0,106.61,1067.0,682.11,90.88,0.6,0.4,0.0,1.5,20.0,55.0,0,100.0,100.0,100.0,34.0,83.31
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,10.0,79.95,1163.0,682.11,127.03,0.6,0.35,0.0,2.0,20.0,55.0,0,100.0,100.0,100.0,34.0,85.62
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72,10.0,53.3,1132.0,682.11,143.55,0.6,0.35,0.0,2.0,20.0,55.0,0,100.0,100.0,100.0,34.0,67.51
311.0,38.81,33.81,14.78,7.09,0.36,2.49,0.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,10.0,10.4,1163.0,744.0,155.5,0.6,0.5,0.0,0.5,20.0,80.0,1,100.0,100.0,100.0,34.0,3.24
281.0,38.81,33.81,14.78,7.09,0.36,2.49,50.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,10.0,33.11,1132.0,723.0,144.47,0.6,0.5,0.0,0.5,20.0,80.0,1,100.0,100.0,100.0,34.0,5.36
244.0,38.81,33.81,14.78,7.09,0.36,2.49,105.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,10.0,70.07,1099.0,703.0,131.16,0.6,0.5,0.0,0.5,20.0,80.0,1,100.0,100.0,100.0,34.0,75.24
202.0,38.81,33.81,14.78,7.09,0.36,2.49,165.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,10.0,122.96,1067.0,682.0,107.61,0.6,0.5,0.0,0.5,20.0,80.0,1,100.0,100.0,100.0,34.0,80.51
400.0,38.81,33.81,14.78,7.09,0.36,2.49,0.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.45,10.0,60.19,1067.0,682.0,142.68,0.6,0.45,0.0,1.0,20.0,80.0,1,100.0,100.0,100.0,34.0,62.35
317.0,38.81,33.81,14.78,7.09,0.36,2.49,56.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,10.0,49.88,1099.0,703.0,136.88,0.6,0.45,0.0,1.0,20.0,80.0,1,100.0,100.0,100.0,34.0,5.24
242.0,38.81,33.81,14.78,7.09,0.36,2.49,104.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.96,10.0,28.95,1132.0,723.0,137.87,0.6,0.45,0.0,1.0,20.0,80.0,1,100.0,100.0,100.0,34.0,110.21
176.0,38.81,33.81,14.78,7.09,0.36,2.49,144.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,10.0,42.83,1163.0,744.0,117.52,0.6,0.45,0.0,1.0,20.0,80.0,1,100.0,100.0,100.0,34.0,86.21
375.0,38.81,33.81,14.78,7.09,0.36,2.49,0.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,10.0,100.32,1132.0,723.0,87.8,0.6,0.4,0.0,1.5,20.0,80.0,1,100.0,100.0,100.0,34.0,110.25
294.0,38.81,33.81,14.78,7.09,0.36,2.49,52.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,10.0,86.9,1163.0,744.0,84.71,0.6,0.4,0.0,1.5,20.0,80.0,1,100.0,100.0,100.0,34.0,108.24
292.0,38.81,33.81,14.78,7.09,0.36,2.49,125.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.49,10.0,27.86,1067.0,682.0,149.32,0.6,0.4,0.0,1.5,20.0,80.0,1,100.0,100.0,100.0,34.0,20.34
213.0,38.81,33.81,14.78,7.09,0.36,2.49,175.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,10.0,19.47,1099.0,703.0,143.17,0.6,0.4,0.0,1.5,20.0,80.0,1,100.0,100.0,100.0,34.0,68.35
427.0,38.81,33.81,14.78,7.09,0.36,2.49,0.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.19,10.0,71.34,1099.0,703.0,105.1,0.6,0.35,0.0,2.0,20.0,80.0,1,100.0,100.0,100.0,34.0,120.35
381.0,38.81,33.81,14.78,7.09,0.36,2.49,67.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64,10.0,29.99,1067.0,682.0,138.36,0.6,0.35,0.0,2.0,20.0,80.0,1,100.0,100.0,100.0,34.0,110.35
256.0,38.81,33.81,14.78,7.09,0.36,2.49,110.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57,10.0,78.31,1163.0,744.0,82.42,0.6,0.35,0.0,2.0,20.0,80.0,1,100.0,100.0,100.0,34.0,79.25
213.0,38.81,33.81,14.78,7.09,0.36,2.49,174.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,10.0,38.36,1132.0,723.0,111.47,0.6,0.35,0.0,2.0,20.0,80.0,1,100.0,100.0,100.0,34.0,45.24
208.0,38.81,33.81,14.78,7.09,0.36,2.49,139.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,10.0,70.72,1099.0,702.78,129.72,0.6,0.5,0.0,0.5,20.0,80.0,1,100.0,100.0,100.0,34.0,6.35
208.0,38.81,33.81,14.78,7.09,0.36,2.49,139.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,10.0,47.15,1067.0,703.0,144.34,0.6,0.5,0.0,0.5,20.0,80.0,1,100.0,100.0,100.0,34.0,5.24
208.0,38.81,33.81,14.78,7.09,0.36,2.49,139.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,10.0,70.72,1067.0,702.78,129.72,0.6,0.5,0.0,0.5,20.0,80.0,1,100.0,100.0,100.0,34.0,5.0
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,10.0,106.61,1099.0,682.11,110.5,0.6,0.5,0.0,0.5,20.0,80.0,1,100.0,100.0,100.0,34.0,66.81
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,10.0,66.63,1132.0,682.0,135.29,0.6,0.45,0.0,1.0,20.0,80.0,1,100.0,100.0,100.0,34.0,70.44
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,10.0,106.61,1163.0,682.11,110.5,0.6,0.45,0.0,1.0,20.0,80.0,1,100.0,100.0,100.0,34.0,84.24
355.0,38.81,33.81,14.78,7.09,0.36,2.49,89.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,10.0,120.6,1132.0,661.44,102.81,0.6,0.45,0.0,1.0,20.0,80.0,1,100.0,100.0,100.0,34.0,106.52
355.0,38.81,33.81,14.78,7.09,0.36,2.49,89.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,10.0,90.45,1163.0,661.0,121.5,0.6,0.45,0.0,1.0,20.0,80.0,1,100.0,100.0,100.0,34.0,103.24
355.0,38.81,33.81,14.78,7.09,0.36,2.49,89.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16,10.0,150.75,1067.0,661.44,84.12,0.6,0.4,0.0,1.5,20.0,80.0,1,100.0,100.0,100.0,34.0,107.1
355.0,38.81,33.81,14.78,7.09,0.36,2.49,89.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,10.0,120.6,1099.0,661.44,102.81,0.6,0.4,0.0,1.5,20.0,80.0,1,100.0,100.0,100.0,34.0,112.4
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,10.0,106.61,1099.0,661.44,130.12,0.6,0.4,0.0,1.5,20.0,80.0,1,100.0,100.0,100.0,34.0,98.62
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,10.0,106.61,1067.0,682.11,90.88,0.6,0.4,0.0,1.5,20.0,80.0,1,100.0,100.0,100.0,34.0,107.25
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,10.0,79.95,1163.0,682.11,127.03,0.6,0.35,0.0,2.0,20.0,80.0,1,100.0,100.0,100.0,34.0,103.5
275.0,38.81,33.81,14.78,7.09,0.36,2.49,118.0,1.24,54.22,31.18,0.47,2.36,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72,10.0,53.3,1132.0,682.11,143.55,0.6,0.35,0.0,2.0,20.0,80.0,1,100.0,100.0,100.0,34.0,78.2
88.0,56.1,21.0,17.0,7.09,0.62,0.77,293.0,2.6,46.0,33.0,0.63,10.5,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.3,6.0,71.7,1005.0,760.0,160.0,0.55,0.42,0.0,2.9,20.0,80.0,1,100.0,100.0,100.0,34.0,62.54
88.0,56.1,21.0,17.0,7.09,0.62,0.77,293.0,2.6,46.0,33.0,0.63,4.24,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.5,6.0,107.5,1005.0,760.0,152.4,0.55,0.4,0.0,2.9,20.0,60.0,0,100.0,100.0,100.0,10.4,37.4
88.0,56.1,21.0,17.0,7.09,0.62,0.77,293.0,2.6,46.0,33.0,0.63,4.24,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.3,4.0,71.7,1005.0,760.0,167.6,0.55,0.44,0.0,2.9,20.0,60.0,0,100.0,100.0,100.0,12.8,26.6
88.0,56.1,21.0,17.0,7.09,0.62,0.77,293.0,2.6,46.0,33.0,0.63,4.24,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.5,4.0,107.5,1005.0,760.0,160.0,0.55,0.42,0.0,2.9,20.0,60.0,0,100.0,100.0,100.0,12.9,29.9
88.0,56.1,21.0,17.0,7.09,0.62,0.77,344.0,2.6,46.0,33.0,0.63,4.24,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.3,4.0,107.5,1005.0,760.0,166.3,0.55,0.44,0.0,2.9,20.0,60.0,0,100.0,100.0,100.0,18.6,30.7
88.0,56.1,21.0,17.0,7.09,0.62,0.77,316.0,2.6,46.0,33.0,0.63,4.24,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.3,4.0,177.0,1005.0,760.0,166.8,0.55,0.44,0.0,2.9,20.0,60.0,0,100.0,100.0,100.0,7.6,15.5
250.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,0.0,0.45,92.68,0.68,0.71,0.92,0.11,72.0,10.0,177.0,1085.0,690.0,249.0,0.5,0.5,1.58,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,73.0
225.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,25.0,0.45,92.68,0.68,0.71,0.92,0.11,72.0,10.0,177.0,1085.0,690.0,249.0,0.5,0.5,1.58,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,77.0
200.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,50.0,0.45,92.68,0.68,0.71,0.92,0.11,72.0,10.0,177.0,1085.0,690.0,249.0,0.5,0.5,1.58,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,82.0
175.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,75.0,0.45,92.68,0.68,0.71,0.92,0.11,72.0,10.0,161.0,1085.0,690.0,249.0,0.5,0.5,1.58,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,79.0
250.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,0.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,67.0
250.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,0.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,70.0
250.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,0.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,72.0
225.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,25.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,75.0
225.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,25.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,78.0
225.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,25.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,80.0
200.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,50.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,82.0
200.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,50.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,85.0
200.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,50.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,86.0
175.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,75.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,80.0
175.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,75.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,161.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,83.0
175.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,75.0,0.45,92.68,0.68,0.71,0.92,0.11,65.0,10.0,119.0,1066.0,711.0,226.0,0.452,0.45,1.5,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,84.0
250.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,0.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,90.0
250.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,0.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,95.0
250.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,0.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,100.0
225.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,25.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,98.0
225.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,25.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,102.0
225.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,25.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,104.65
200.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,50.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,93.86
200.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,50.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,105.0
200.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,50.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,110.45
175.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,75.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,100.0
175.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,75.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,119.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,104.0
175.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,75.0,0.45,92.68,0.68,0.71,0.92,0.11,47.0,10.0,178.0,1006.0,651.0,166.0,0.332,0.33,1.28,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,108.0
250.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,0.0,0.45,92.68,0.68,0.71,0.92,0.11,72.0,10.0,178.0,1022.0,680.0,250.0,0.5,0.5,1.36,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,92.0
250.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,0.0,0.45,92.68,0.68,0.71,0.92,0.11,72.0,10.0,178.0,1022.0,680.0,250.0,0.5,0.5,1.36,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,97.0
250.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,0.0,0.45,92.68,0.68,0.71,0.92,0.11,72.0,10.0,178.0,1022.0,680.0,250.0,0.5,0.5,1.36,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,100.0
200.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,50.0,0.45,92.68,0.68,0.71,0.92,0.11,72.0,10.0,178.0,1022.0,680.0,250.0,0.5,0.5,1.36,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,102.0
200.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,50.0,0.45,92.68,0.68,0.71,0.92,0.11,72.0,10.0,178.0,1022.0,680.0,250.0,0.5,0.5,1.36,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,105.0
200.0,37.56,33.68,21.7,7.82,0.72,0.3,250.0,1.4,60.32,27.68,0.62,4.8,0.37,50.0,0.45,92.68,0.68,0.71,0.92,0.11,72.0,10.0,178.0,1022.0,680.0,250.0,0.5,0.5,1.36,3.0,27.0,70.0,0,150.0,150.0,150.0,34.0,108.2
105.7,46.0,35.0,16.0,7.09,0.7,1.01,422.8,4.06,55.19,25.35,0.63,7.57,0.35,0.0,0.31,93.67,0.83,0.0,1.3,0.0,29.8,8.0,93.9,0.0,1536.2,160.8,0.23,0.3,2.0,1.5,24.0,45.0,0,160.0,40.0,40.0,26.4,28.0
160.2,46.0,35.0,16.0,7.09,0.7,1.01,373.9,4.06,55.19,25.35,0.63,7.57,0.35,0.0,0.31,93.67,0.83,0.0,1.3,0.0,31.0,8.0,97.2,0.0,1536.2,166.4,0.23,0.3,2.0,1.5,24.0,45.0,0,160.0,40.0,40.0,39.6,43.4
106.1,46.0,35.0,16.0,7.09,0.7,1.01,397.9,4.06,55.19,25.35,0.63,7.57,0.35,26.5,0.31,93.67,0.83,0.0,1.3,0.0,29.8,8.0,93.9,0.0,1536.2,160.8,0.23,0.3,2.0,1.5,24.0,45.0,0,160.0,40.0,40.0,27.2,35.0
0.0,46.0,35.0,16.0,7.09,0.7,1.01,517.6,4.06,55.19,25.35,0.63,7.57,0.35,0.0,0.31,93.67,0.83,0.0,1.3,0.0,29.2,8.0,92.1,0.0,1536.2,157.5,0.23,0.3,2.0,1.5,24.0,45.0,0,160.0,40.0,40.0,20.6,21.2
