GGBS_kg_m3,GGBS_CaO_%,GGBS_SiO2_%,GGBS_Al2O3_%,FlyAsh_kg_m3,FA_CaO_%,FA_SiO2_%,FA_Al2O3_%,SF_CaO_%,SF_SiO2_%,SF_Al2O3_%,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,Total Na2SiO3 (kg in 1m3 of mix),Coarse Aggregate (kg/m3),Fine Aggregates (kg/m3),Activator_Binder_Ratio,Water_Binder_Ratio,Superplasticizer_%,Relative Humidity,CS 7 day (Mpa),CS 28 day (Mpa),Total_Binders,Total_SiO2,Total_CaO,Total_Al2O3,SiO2 / Al2O3,CaO / Al2O3,CaO / SiO2
341.38,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,25.6,4.0,127.99,1108.8,739.2,0.45,0.48,0.0,65.0,63.0,72.2,379.31,41.66484669531518,34.03409691281537,12.171032137301943,3.4232796549456306,3.4232796549456306,0.8168540055288909
322.41,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,24.18,4.0,120.92,1108.8,739.2,0.45,0.48,0.0,65.0,66.0,71.0,379.31,44.57303656639688,32.19566080514619,11.5613875194432,3.8553362640458864,3.8553362640458864,0.7223124849747873
303.49,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,22.76,4.0,113.82,1108.8,739.2,0.45,0.48,0.0,65.0,67.5,80.3,379.35,47.47846711480163,30.358969025965465,10.952321339132727,4.335014070958703,4.335014070958703,0.639426057133612
284.48,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,21.34,4.0,106.69,1108.8,739.2,0.45,0.48,0.0,65.0,69.2,84.0,379.31,50.387883261712055,28.519757717961564,10.342419656745143,4.871962745086443,4.871962745086443,0.5660042826135684
265.52,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,19.91,4.0,99.55,1108.8,739.2,0.45,0.48,0.0,65.0,71.3,88.0,379.31,53.294540085945535,26.682290738446127,9.733096411905828,5.475599730087332,5.475599730087332,0.5006571160088235
379.31,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,28.45,6.0,142.23,1108.8,739.2,0.45,0.48,0.0,65.0,48.5,58.4,379.31,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
360.34,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,27.03,6.0,135.17,1108.8,739.2,0.45,0.48,0.0,65.0,55.2,66.7,360.34,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
341.38,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,25.6,6.0,127.99,1108.8,739.2,0.45,0.48,0.0,65.0,60.1,70.3,341.38,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
322.41,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,24.18,6.0,120.92,1108.8,739.2,0.45,0.48,0.0,65.0,54.0,72.9,322.41,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
303.49,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,22.76,6.0,113.82,1108.8,739.2,0.45,0.48,0.0,65.0,67.1,78.9,303.49,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
284.48,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,21.34,6.0,106.69,1108.8,739.2,0.45,0.48,0.0,65.0,69.3,82.6,284.48,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
265.52,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,19.91,6.0,99.55,1108.8,739.2,0.45,0.48,0.0,65.0,71.5,86.8,265.52,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
360.34,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,28.45,8.0,142.23,1108.8,739.2,0.45,0.48,0.0,65.0,45.3,55.1,379.30999999999995,38.75818987108171,35.87156389233082,12.780355382141257,3.0326378815131236,3.0326378815131236,0.9255221673573393
341.38,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,27.03,8.0,135.17,1108.8,739.2,0.45,0.48,0.0,65.0,51.8,63.4,379.31,41.66484669531518,34.03409691281537,12.171032137301943,3.4232796549456306,3.4232796549456306,0.8168540055288909
322.41,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,25.6,8.0,127.99,1108.8,739.2,0.45,0.48,0.0,65.0,56.7,68.2,379.31,44.57303656639688,32.19566080514619,11.5613875194432,3.8553362640458864,3.8553362640458864,0.7223124849747873
303.49,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,24.18,8.0,120.92,1108.8,739.2,0.45,0.48,0.0,65.0,60.4,71.0,379.35,47.47846711480163,30.358969025965465,10.952321339132727,4.335014070958703,4.335014070958703,0.639426057133612
284.48,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,22.76,8.0,113.82,1108.8,739.2,0.45,0.48,0.0,65.0,63.0,75.2,379.31,50.387883261712055,28.519757717961564,10.342419656745143,4.871962745086443,4.871962745086443,0.5660042826135684
265.52,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,21.34,8.0,106.69,1108.8,739.2,0.45,0.48,0.0,65.0,65.1,77.8,379.31,53.294540085945535,26.682290738446127,9.733096411905828,5.475599730087332,5.475599730087332,0.5006571160088235
265.52,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,19.91,8.0,99.55,1108.8,739.2,0.45,0.48,0.0,65.0,67.2,79.5,341.38,48.77184369324507,29.541350401312318,10.68119046224149,4.566143059208224,4.566143059208224,0.6057050167534227
436.0,59.41,25.75,8.03,0.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,6.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,15.59,436.0,25.75,59.41,8.03,3.206724782067248,3.206724782067248,2.307184466019417
436.0,59.41,25.75,8.03,0.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,8.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,36.3,436.0,25.75,59.41,8.03,3.206724782067248,3.206724782067248,2.307184466019417
436.0,59.41,25.75,8.03,0.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,10.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,50.23,436.0,25.75,59.41,8.03,3.206724782067248,3.206724782067248,2.307184466019417
436.0,59.41,25.75,8.03,0.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,12.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,55.0,436.0,25.75,59.41,8.03,3.206724782067248,3.206724782067248,2.307184466019417
327.0,59.41,25.75,8.03,109.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,6.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,26.52,436.0,33.852,45.63099999999999,12.110249999999999,2.7953180157304764,2.7953180157304764,1.347955807633227
327.0,59.41,25.75,8.03,109.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,8.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,43.67,436.0,33.852,45.63099999999999,12.110249999999999,2.7953180157304764,2.7953180157304764,1.347955807633227
327.0,59.41,25.75,8.03,109.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,10.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,41.52,436.0,33.852,45.63099999999999,12.110249999999999,2.7953180157304764,2.7953180157304764,1.347955807633227
327.0,59.41,25.75,8.03,109.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,12.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,47.6,436.0,33.852,45.63099999999999,12.110249999999999,2.7953180157304764,2.7953180157304764,1.347955807633227
218.0,59.41,25.75,8.03,218.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,6.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,16.99,436.0,41.954,31.852,16.1905,2.5912726598931473,2.5912726598931473,0.7592124708013539
218.0,59.41,25.75,8.03,218.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,8.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,29.55,436.0,41.954,31.852,16.1905,2.5912726598931473,2.5912726598931473,0.7592124708013539
218.0,59.41,25.75,8.03,218.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,10.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,40.8,436.0,41.954,31.852,16.1905,2.5912726598931473,2.5912726598931473,0.7592124708013539
109.0,59.41,25.75,8.03,327.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,12.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,38.97,436.0,50.056000000000004,18.073,20.27075,2.4693708915555668,2.4693708915555668,0.36105561770816685
109.0,59.41,25.75,8.03,327.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,6.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,7.02,436.0,50.056000000000004,18.073,20.27075,2.4693708915555668,2.4693708915555668,0.36105561770816685
109.0,59.41,25.75,8.03,327.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,8.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,15.87,436.0,50.056000000000004,18.073,20.27075,2.4693708915555668,2.4693708915555668,0.36105561770816685
109.0,59.41,25.75,8.03,327.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,10.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,25.44,436.0,50.056000000000004,18.073,20.27075,2.4693708915555668,2.4693708915555668,0.36105561770816685
109.0,59.41,25.75,8.03,327.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,12.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,32.18,436.0,50.056000000000004,18.073,20.27075,2.4693708915555668,2.4693708915555668,0.36105561770816685
500.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,21.46,25.12,500.0,33.97,38.88,8.51,3.991774383078731,3.991774383078731,1.1445392993818075
475.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,17.84,21.63,500.0,32.2715,36.936,8.0845,3.9917743830787313,3.9917743830787313,1.1445392993818073
450.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,18.27,23.05,500.0,30.573,34.992,7.659,3.991774383078731,3.991774383078731,1.1445392993818073
425.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,21.94,27.41,500.0,28.8745,33.048,7.2335,3.991774383078731,3.991774383078731,1.1445392993818075
400.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,24.18,31.62,500.0,27.176,31.104000000000003,6.808,3.991774383078731,3.991774383078731,1.1445392993818075
375.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,22.73,29.84,525.0,24.264285714285716,27.771428571428576,6.078571428571428,3.9917743830787313,3.9917743830787313,1.1445392993818075
350.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,20.56,27.93,525.0,22.64666666666667,25.92,5.673333333333333,3.9917743830787313,3.9917743830787313,1.1445392993818075
500.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,28.63,35.51,500.0,33.97,38.88,8.51,3.991774383078731,3.991774383078731,1.1445392993818075
475.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,18.54,23.06,500.0,32.2715,36.936,8.0845,3.9917743830787313,3.9917743830787313,1.1445392993818073
450.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,22.47,28.36,500.0,30.573,34.992,7.659,3.991774383078731,3.991774383078731,1.1445392993818073
425.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,28.95,34.82,500.0,28.8745,33.048,7.2335,3.991774383078731,3.991774383078731,1.1445392993818075
400.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,35.62,42.37,500.0,27.176,31.104000000000003,6.808,3.991774383078731,3.991774383078731,1.1445392993818075
375.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,41.74,48.96,525.0,24.264285714285716,27.771428571428576,6.078571428571428,3.9917743830787313,3.9917743830787313,1.1445392993818075
350.0,38.88,33.97,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.6,10.0,196.4,0.0,1250.0,0.55,0.1,0.0,65.0,44.31,52.59,525.0,22.64666666666667,25.92,5.673333333333333,3.9917743830787313,3.9917743830787313,1.1445392993818075
688.0,39.52,33.21,13.76,154.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,127.3,887.0,39.98607666290868,30.943517474633598,16.961228861330326,2.357498798573044,2.357498798573044,0.7738573037683636
688.0,39.52,33.21,13.76,172.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,139.8,905.0,40.259436464088395,30.35511602209945,17.341292817679555,2.3215937178019193,2.3215937178019193,0.7539876036063334
688.0,39.52,33.21,13.76,172.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,153.9,905.0,40.259436464088395,30.35511602209945,17.341292817679555,2.3215937178019193,2.3215937178019193,0.7539876036063334
688.0,39.52,33.21,13.76,172.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,168.8,905.0,40.259436464088395,30.35511602209945,17.341292817679555,2.3215937178019193,2.3215937178019193,0.7539876036063334
615.0,39.52,33.21,13.76,154.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,132.1,905.0,46.22029834254143,27.246850828729283,15.565237569060775,2.9694566586258935,2.9694566586258935,0.5894996745109956
543.0,39.52,33.21,13.76,134.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,157.1,903.0,52.10758582502768,24.231627906976748,13.75450719822813,3.788400781944426,3.788400781944426,0.46503071526560935
725.0,39.52,33.21,13.76,135.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,151.9,905.0,39.420497237569066,31.915248618784535,16.429171270718232,2.3994209195340455,2.3994209195340455,0.8096105035521527
634.0,39.52,33.21,13.76,226.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,132.3,905.0,41.483834254143645,28.078165745856356,18.67249723756906,2.2216543254149306,2.2216543254149306,0.6768459630283994
688.0,39.52,33.21,13.76,154.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,120.1,887.0,39.98607666290868,30.943517474633598,16.961228861330326,2.357498798573044,2.357498798573044,0.7738573037683636
688.0,39.52,33.21,13.76,172.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,132.1,905.0,40.259436464088395,30.35511602209945,17.341292817679555,2.3215937178019193,2.3215937178019193,0.7539876036063334
688.0,39.52,33.21,13.76,172.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,144.2,905.0,40.259436464088395,30.35511602209945,17.341292817679555,2.3215937178019193,2.3215937178019193,0.7539876036063334
688.0,39.52,33.21,13.76,172.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,157.1,905.0,40.259436464088395,30.35511602209945,17.341292817679555,2.3215937178019193,2.3215937178019193,0.7539876036063334
615.0,39.52,33.21,13.76,154.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,123.3,905.0,46.22029834254143,27.246850828729283,15.565237569060775,2.9694566586258935,2.9694566586258935,0.5894996745109956
543.0,39.52,33.21,13.76,134.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,146.5,903.0,52.10758582502768,24.231627906976748,13.75450719822813,3.788400781944426,3.788400781944426,0.46503071526560935
725.0,39.52,33.21,13.76,135.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,141.6,905.0,39.420497237569066,31.915248618784535,16.429171270718232,2.3994209195340455,2.3994209195340455,0.8096105035521527
634.0,39.52,33.21,13.76,226.0,1.36,53.73,36.07,1.06,96.55,0.51,45.0,10.0,314.0,0.0,905.0,0.4,0.32,0.0,65.0,34.0,124.6,905.0,41.483834254143645,28.078165745856356,18.67249723756906,2.2216543254149306,2.2216543254149306,0.6768459630283994
40.0,45.45,29.96,12.25,360.0,1.9,53.71,27.2,0.0,0.0,0.0,45.7,10.0,114.3,1029.0,651.0,0.4,0.02,0.0,70.0,31.0,47.0,400.0,51.335,6.255,25.705,1.9970822797121184,1.9970822797121184,0.12184669328917892
80.0,45.45,29.96,12.25,320.0,1.9,53.71,27.2,0.0,0.0,0.0,45.7,10.0,114.3,1029.0,651.0,0.4,0.02,0.0,70.0,35.0,43.0,400.0,48.96,10.61,24.21,2.0223048327137545,2.0223048327137545,0.21670751633986926
40.0,45.45,29.96,12.25,360.0,1.9,53.71,27.2,0.0,0.0,0.0,64.0,10.0,96.0,1029.0,651.0,0.4,0.02,0.0,70.0,29.0,54.0,400.0,51.335,6.255,25.705,1.9970822797121184,1.9970822797121184,0.12184669328917892
80.0,45.45,29.96,12.25,320.0,1.9,53.71,27.2,0.0,0.0,0.0,64.0,10.0,96.0,1029.0,651.0,0.4,0.02,1.5,70.0,11.0,25.0,400.0,48.96,10.61,24.21,2.0223048327137545,2.0223048327137545,0.21670751633986926
0.0,45.45,29.96,12.25,400.0,1.9,53.71,27.2,0.0,0.0,0.0,40.0,10.0,100.0,1222.0,658.0,0.35,0.02,1.5,70.0,15.0,27.0,400.0,53.71,1.9,27.2,1.9746323529411764,1.9746323529411764,0.03537516291193446
40.0,45.45,29.96,12.25,360.0,1.9,53.71,27.2,0.0,0.0,0.0,40.0,10.0,100.0,1216.0,655.0,0.35,0.02,1.5,70.0,22.0,35.0,400.0,51.335,6.255,25.705,1.9970822797121184,1.9970822797121184,0.12184669328917892
80.0,45.45,29.96,12.25,320.0,1.9,53.71,27.2,0.0,0.0,0.0,40.0,10.0,100.0,1216.0,655.0,0.35,0.02,1.5,70.0,8.0,27.0,400.0,48.96,10.61,24.21,2.0223048327137545,2.0223048327137545,0.21670751633986926
0.0,45.45,29.96,12.25,400.0,1.9,53.71,27.2,0.0,0.0,0.0,60.0,10.0,84.0,1222.0,658.0,0.35,0.02,1.5,70.0,14.0,27.0,400.0,53.71,1.9,27.2,1.9746323529411764,1.9746323529411764,0.03537516291193446
40.0,45.45,29.96,12.25,360.0,1.9,53.71,27.2,0.0,0.0,0.0,60.0,10.0,84.0,1216.0,655.0,0.35,0.02,1.5,70.0,25.0,45.0,400.0,51.335,6.255,25.705,1.9970822797121184,1.9970822797121184,0.12184669328917892
80.0,45.45,29.96,12.25,320.0,1.9,53.71,27.2,0.0,0.0,0.0,60.0,10.0,84.0,1216.0,655.0,0.35,0.02,1.5,70.0,36.0,48.0,400.0,48.96,10.61,24.21,2.0223048327137545,2.0223048327137545,0.21670751633986926
225.0,46.0,30.53,13.67,200.0,3.32,52.31,27.04,0.0,0.0,0.0,60.0,10.0,0.0,1050.0,0.0,0.6,0.3,0.0,65.0,0.0,1.5,425.0,40.779411764705884,25.915294117647058,19.961764705882352,2.0428760866362166,2.0428760866362166,0.6354994590695997
225.0,46.0,30.53,13.67,200.0,3.32,52.31,27.04,0.0,0.0,0.0,60.0,10.0,0.0,1050.0,0.0,0.6,0.3,0.0,65.0,6.5,18.3,425.0,40.779411764705884,25.915294117647058,19.961764705882352,2.0428760866362166,2.0428760866362166,0.6354994590695997
225.0,46.0,30.53,13.67,200.0,3.32,52.31,27.04,0.0,0.0,0.0,60.0,10.0,0.0,1050.0,0.0,0.6,0.3,0.0,65.0,15.5,27.1,425.0,40.779411764705884,25.915294117647058,19.961764705882352,2.0428760866362166,2.0428760866362166,0.6354994590695997
225.0,46.0,30.53,13.67,200.0,3.32,52.31,27.04,0.0,0.0,0.0,20.0,10.0,40.0,1050.0,0.0,0.6,0.3,0.0,65.0,0.0,42.8,425.0,40.779411764705884,25.915294117647058,19.961764705882352,2.0428760866362166,2.0428760866362166,0.6354994590695997
225.0,46.0,30.53,13.67,200.0,3.32,52.31,27.04,0.0,0.0,0.0,20.0,10.0,40.0,1050.0,0.0,0.6,0.3,0.0,65.0,84.9,114.5,425.0,40.779411764705884,25.915294117647058,19.961764705882352,2.0428760866362166,2.0428760866362166,0.6354994590695997
225.0,46.0,30.53,13.67,200.0,3.32,52.31,27.04,0.0,0.0,0.0,20.0,10.0,40.0,1050.0,0.0,0.6,0.3,0.0,65.0,144.4,171.7,425.0,40.779411764705884,25.915294117647058,19.961764705882352,2.0428760866362166,2.0428760866362166,0.6354994590695997
225.0,46.0,30.53,13.67,200.0,3.32,52.31,27.04,0.0,0.0,0.0,0.0,10.0,60.0,1050.0,0.0,0.6,0.3,0.0,65.0,0.0,0.0,425.0,40.779411764705884,25.915294117647058,19.961764705882352,2.0428760866362166,2.0428760866362166,0.6354994590695997
225.0,46.0,30.53,13.67,200.0,3.32,52.31,27.04,0.0,0.0,0.0,0.0,10.0,60.0,1050.0,0.0,0.6,0.3,0.0,65.0,38.7,54.9,425.0,40.779411764705884,25.915294117647058,19.961764705882352,2.0428760866362166,2.0428760866362166,0.6354994590695997
225.0,46.0,30.53,13.67,200.0,3.32,52.31,27.04,0.0,0.0,0.0,0.0,10.0,60.0,1050.0,0.0,0.6,0.3,0.0,65.0,119.6,173.0,425.0,40.779411764705884,25.915294117647058,19.961764705882352,2.0428760866362166,2.0428760866362166,0.6354994590695997
1377.0,40.54,33.32,14.99,0.0,2.36,61.83,20.39,0.0,0.0,0.0,48.8,5.0,640.0,0.0,0.0,0.5,0.3,0.0,65.0,41.82,46.61,1377.0,33.32,40.54,14.99,2.2228152101400935,2.2228152101400935,1.216686674669868
1102.0,40.54,33.32,14.99,215.0,2.36,61.83,20.39,0.0,0.0,0.0,48.8,5.0,640.0,0.0,0.0,0.5,0.3,0.0,65.0,38.74,42.95,1317.0,37.97425208807896,34.30712224753227,15.871548974943053,2.3925989925766027,2.3925989925766027,0.903431150347846
826.0,40.54,33.32,14.99,429.0,2.36,61.83,20.39,0.0,0.0,0.0,48.8,5.0,640.0,0.0,0.0,0.5,0.3,0.0,65.0,33.58,37.12,1255.0,43.065649402390434,27.488828685258966,16.835896414342628,2.5579659284255563,2.5579659284255563,0.6383005728861284
551.0,40.54,33.32,14.99,643.0,2.36,61.83,20.39,0.0,0.0,0.0,48.8,5.0,640.0,0.0,0.0,0.5,0.3,0.0,65.0,27.96,31.88,1194.0,48.67337520938024,19.979078726968176,17.898040201005028,2.719480717595387,2.719480717595387,0.410472432639474
1365.0,40.54,33.32,14.99,0.0,2.36,61.83,20.39,0.0,0.0,0.0,96.7,5.0,586.0,0.0,0.0,0.5,0.3,0.0,65.0,74.63,85.09,1365.0,33.32,40.54,14.989999999999998,2.2228152101400935,2.2228152101400935,1.216686674669868
1092.0,40.54,33.32,14.99,213.0,2.36,61.83,20.39,0.0,0.0,0.0,96.7,5.0,586.0,0.0,0.0,0.5,0.3,0.0,65.0,70.44,79.83,1305.0,37.973356321839084,34.30832183908046,15.871379310344828,2.392568130300331,2.392568130300331,0.9034840520364854
819.0,40.54,33.32,14.99,425.0,2.36,61.83,20.39,0.0,0.0,0.0,96.7,5.0,586.0,0.0,0.0,0.5,0.3,0.0,65.0,64.92,72.18,1244.0,43.060152733118976,27.496189710610935,16.834855305466235,2.557797614045275,2.557797614045275,0.6385530000561914
546.0,40.54,33.32,14.99,638.0,2.36,61.83,20.39,0.0,0.0,0.0,96.7,5.0,586.0,0.0,0.0,0.5,0.3,0.0,65.0,55.37,62.74,1184.0,48.68265202702703,19.966655405405405,17.899797297297297,2.7197320292770946,2.7197320292770946,0.4101390243555459
1353.0,40.54,33.32,14.99,0.0,2.36,61.83,20.39,0.0,0.0,0.0,143.7,5.0,533.0,0.0,0.0,0.5,0.3,0.0,65.0,85.47,93.06,1353.0,33.32,40.54,14.99,2.2228152101400935,2.2228152101400935,1.216686674669868
1082.0,40.54,33.32,14.99,211.0,2.36,61.83,20.39,0.0,0.0,0.0,143.7,5.0,533.0,0.0,0.0,0.5,0.3,0.0,65.0,80.18,87.96,1293.0,37.97244392884764,34.30954369682908,15.871206496519722,2.392536694496057,2.392536694496057,0.9035379382248332
812.0,40.54,33.32,14.99,421.0,2.36,61.83,20.39,0.0,0.0,0.0,143.7,5.0,533.0,0.0,0.0,0.5,0.3,0.0,65.0,72.64,79.5,1233.0,43.054557988645584,27.503682076236817,16.833795620437957,2.55762627510892,2.55762627510892,0.6388099973872715
541.0,40.54,33.32,14.99,632.0,2.36,61.83,20.39,0.0,0.0,0.0,143.7,5.0,533.0,0.0,0.0,0.5,0.3,0.0,65.0,63.11,69.82,1173.0,48.68088661551577,19.969019607843137,17.899462915601024,2.7196842075683683,2.7196842075683683,0.4102024633519828
0.0,0.0,0.0,0.0,1600.0,2.9,55.3,25.8,0.0,0.0,0.0,400.0,6.0,400.0,0.0,2400.0,0.5,0.1,9.98,65.0,9.9,25.9,1600.0,55.3,2.9,25.8,2.143410852713178,2.143410852713178,0.05244122965641953
0.0,0.0,0.0,0.0,1600.0,2.9,55.3,25.8,0.0,0.0,0.0,400.0,9.0,400.0,0.0,2400.0,0.5,0.1,8.01,65.0,18.2,43.1,1600.0,55.3,2.9,25.8,2.143410852713178,2.143410852713178,0.05244122965641953
0.0,0.0,0.0,0.0,1600.0,2.9,55.3,25.8,0.0,0.0,0.0,400.0,12.0,400.0,0.0,2400.0,0.5,0.1,6.83,65.0,20.5,44.8,1600.0,55.3,2.9,25.8,2.143410852713178,2.143410852713178,0.05244122965641953
